nama_pelanggan	segmen	negara	kota	provinsi	kodepos	wilayah	ID_produk	Kategori_produk	sub_kategori_produk	nama_produk	Penjualan	jumlah	diskon	keuntungan
Aimee Bixby	Consumer	United States	Yonkers	New York	10701	East	OFF-AR-10000588	Office Supplies	Art	Newell 345	59.52	3	0	15.4752
Aimee Bixby	Consumer	United States	Yonkers	New York	10701	East	OFF-BI-10001617	Office Supplies	Binders	GBC Wire Binding Combs	49.632	6	0.2	16.7508
Aimee Bixby	Consumer	United States	Yonkers	New York	10701	East	OFF-PA-10001878	Office Supplies	Paper	Xerox 1891	97.82	2	0	45.9754
Aimee Bixby	Consumer	United States	Yonkers	New York	10701	East	OFF-SU-10000381	Office Supplies	Supplies	Acme Forged Steel Scissors with Black Enamel Handles	18.62	2	0	5.3998
Aimee Bixby	Consumer	United States	Yonkers	New York	10701	East	TEC-AC-10002001	Technology	Accessories	Logitech Wireless Gaming Headset G930	479.97	3	0	177.5889
Craig Molinari	Corporate	United States	Seattle	Washington	98103	West	FUR-CH-10002780	Furniture	Chairs	Office Star - Task Chair with Contemporary Loop Arms	436.704	6	0.2	21.8352
Aaron Bergman	Consumer	United States	Seattle	Washington	98103	West	FUR-CH-10004477	Furniture	Chairs	Global Push Button Manager's Chair, Indigo	48.712	1	0.2	5.4801
Craig Molinari	Corporate	United States	Seattle	Washington	98103	West	FUR-CH-10004495	Furniture	Chairs	Global Leather and Oak Executive Chair, Black	481.568	2	0.2	54.1764
Craig Molinari	Corporate	United States	Seattle	Washington	98103	West	OFF-AR-10000390	Office Supplies	Art	Newell Chalk Holder	20.65	5	0	9.499
Aaron Bergman	Consumer	United States	Seattle	Washington	98103	West	OFF-AR-10001427	Office Supplies	Art	Newell 330	17.94	3	0	4.6644
Nora Pelletier	Home Office	United States	Des Moines	Washington	98198	West	OFF-BI-10004224	Office Supplies	Binders	Catalog Binders with Expanding Posts	107.648	2	0.2	33.64
Craig Molinari	Corporate	United States	Seattle	Washington	98103	West	OFF-ST-10000934	Office Supplies	Storage	Contico 72"H Heavy-Duty Storage System	204.9	5	0	0
Aaron Bergman	Consumer	United States	Seattle	Washington	98103	West	OFF-ST-10002344	Office Supplies	Storage	Carina 42"Hx23 3/4"W Media Storage Unit	242.94	3	0	4.8588
Kean Thornton	Consumer	United States	Denver	Colorado	80219	West	OFF-AR-10001044	Office Supplies	Art	BOSTON Ranger #55 Pencil Sharpener, Black	83.168	4	0.2	9.3564
Scott Williamson	Consumer	United States	Royal Oak	Michigan	48073	Central	OFF-PA-10002259	Office Supplies	Paper	Geographics Note Cards, Blank, White, 8 1/2" x 11"	22.38	2	0	10.7424
Kean Thornton	Consumer	United States	Denver	Colorado	80219	West	OFF-ST-10000078	Office Supplies	Storage	Tennsco 6- and 18-Compartment Lockers	636.408	3	0.2	-15.9102
Chloris Kastensmidt	Consumer	United States	Columbus	Ohio	43229	East	FUR-FU-10003981	Furniture	Furnishings	Eldon Wave Desk Accessories	8.32	5	0.2	2.288
Filia McAdams	Corporate	United States	Richmond	Kentucky	40475	South	OFF-AP-10002578	Office Supplies	Appliances	Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote	146.76	3	0	38.1576
Richard Bierner	Consumer	United States	Roseville	California	95661	West	OFF-AR-10001770	Office Supplies	Art	Economy #2 Pencils	7.98	3	0	2.0748
Chloris Kastensmidt	Consumer	United States	Columbus	Ohio	43229	East	OFF-FA-10001561	Office Supplies	Fasteners	Stockwell Push Pins	10.464	6	0.2	1.7004
Filia McAdams	Corporate	United States	Richmond	Kentucky	40475	South	OFF-PA-10000213	Office Supplies	Paper	Xerox 198	14.94	3	0	7.0218
Kelly Andreada	Consumer	United States	New York City	New York	10024	East	OFF-PA-10002137	Office Supplies	Paper	Southworth 100% Résumé Paper, 24lb.	108.92	14	0	49.014
Filia McAdams	Corporate	United States	Richmond	Kentucky	40475	South	TEC-AC-10000710	Technology	Accessories	Maxell DVD-RAM Discs	32.96	2	0	14.1728
Filia McAdams	Corporate	United States	Richmond	Kentucky	40475	South	TEC-PH-10000984	Technology	Phones	Panasonic KX-TG9471B	587.97	3	0	164.6316
Nicole Fjeld	Home Office	Canada	Calgary	Alberta	T2C	West	FUR-CH-10004063	Furniture	Chairs	Global Deluxe High-Back Manager's Chair	915.14	4	0.2	102.95
Nicole Fjeld	Home Office	Canada	Calgary	Alberta	T2C	West	FUR-FU-10001979	Furniture	Furnishings	Dana Halogen Swing-Arm Architect Lamp	327.76	8	0	91.77
Christine Kargatis	Home Office	United States	Chesapeake	Virginia	23320	South	FUR-CH-10003379	Furniture	Chairs	Global Commerce Series High-Back Swivel/Tilt Chairs	1139.92	4	0	284.98
Dean Katz	Corporate	United States	Huntington Beach	California	92646	West	OFF-AR-10003723	Office Supplies	Art	Avery Hi-Liter Fluorescent Desk Style Markers	3.38	1	0	1.2506
Jason Fortune-	Consumer	United States	Logan	Utah	84321	West	OFF-BI-10001617	Office Supplies	Binders	GBC Wire Binding Combs	33.088	4	0.2	11.1672
Jason Fortune-	Consumer	United States	Logan	Utah	84321	West	OFF-BI-10003007	Office Supplies	Binders	Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11"	62.048	2	0.2	20.1656
Neil Französisch	Home Office	United States	Jacksonville	Florida	32216	South	OFF-PA-10000176	Office Supplies	Paper	Xerox 1887	91.056	6	0.2	31.8696
Dean Katz	Corporate	United States	Huntington Beach	California	92646	West	OFF-PA-10001204	Office Supplies	Paper	Xerox 1972	10.56	2	0	4.752
Rick Bensley	Home Office	United States	Chicago	Illinois	60653	Central	OFF-PA-10001215	Office Supplies	Paper	Xerox 1963	8.448	2	0.2	2.64
Jason Fortune-	Consumer	United States	Logan	Utah	84321	West	OFF-ST-10000736	Office Supplies	Storage	Carina Double Wide Media Storage Towers in Natural & Black	80.98	1	0	3.2392
Jason Fortune-	Consumer	United States	Logan	Utah	84321	West	OFF-ST-10003221	Office Supplies	Storage	Staple magnet	21.36	2	0	5.7672
Jason Fortune-	Consumer	United States	Logan	Utah	84321	West	TEC-AC-10004877	Technology	Accessories	Imation 30456 USB Flash Drive 8GB	82.8	12	0	6.624
Rick Bensley	Home Office	United States	Chicago	Illinois	60653	Central	TEC-MA-10003626	Technology	Machines	Hewlett-Packard Deskjet 6540 Color Inkjet Printer	574.91	2	0.3	156.047
Alan Shonely	Consumer	United States	Tampa	Florida	33614	South	FUR-FU-10001756	Furniture	Furnishings	Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany	45.696	3	0.2	5.1408
Alan Shonely	Consumer	United States	Tampa	Florida	33614	South	OFF-BI-10000773	Office Supplies	Binders	Insertable Tab Post Binder Dividers	7.218	3	0.7	-5.5338
Alan Shonely	Consumer	United States	Tampa	Florida	33614	South	OFF-BI-10001543	Office Supplies	Binders	GBC VeloBinder Manual Binding System	43.188	4	0.7	-31.6712
Alan Shonely	Consumer	United States	Tampa	Florida	33614	South	OFF-PA-10002120	Office Supplies	Paper	Xerox 1889	131.904	3	0.2	47.8152
Alan Shonely	Consumer	United States	Tampa	Florida	33614	South	OFF-ST-10001490	Office Supplies	Storage	Hot File 7-Pocket, Floor Stand	142.776	1	0.2	17.847
Kristina Nunn	Home Office	United States	Raleigh	North Carolina	27604	South	TEC-PH-10002415	Technology	Phones	Polycom VoiceStation 500 Conference phone	471.92	2	0.2	29.495
Christine Phan	Corporate	United States	New York City	New York	10024	East	FUR-TA-10001950	Furniture	Tables	Balt Solid Wood Round Tables	1071.576	4	0.4	-553.6476
Christine Phan	Corporate	United States	New York City	New York	10024	East	FUR-TA-10003473	Furniture	Tables	Bretford Rectangular Conference Table Tops	1579.746	7	0.4	-447.5947
Christine Phan	Corporate	United States	New York City	New York	10024	East	FUR-TA-10004175	Furniture	Tables	Hon 30" x 60" Table with Locking Drawer	613.908	3	0.4	-122.7816
Bradley Nguyen	Consumer	United States	Lakeville	Minnesota	55044	Central	OFF-AP-10001154	Office Supplies	Appliances	Bionaire Personal Warm Mist Humidifier/Vaporizer	93.78	2	0	36.5742
Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-AP-10003971	Office Supplies	Appliances	Belkin 6 Outlet Metallic Surge Strip	32.67	3	0	8.4942
Annie Zypern	Consumer	United States	Dallas	Texas	75217	Central	OFF-AR-10003732	Office Supplies	Art	Newell 333	4.448	2	0.2	0.3336
Bradley Nguyen	Consumer	United States	Lakeville	Minnesota	55044	Central	OFF-AR-10003829	Office Supplies	Art	Newell 35	19.68	6	0	5.7072
Bradley Nguyen	Consumer	United States	Lakeville	Minnesota	55044	Central	OFF-BI-10000136	Office Supplies	Binders	Avery Non-Stick Heavy Duty View Round Locking Ring Binders	35.88	6	0	17.2224
Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-BI-10000309	Office Supplies	Binders	GBC Twin Loop Wire Binding Elements, 9/16" Spine, Black	30.44	2	0	14.9156
Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-BI-10000605	Office Supplies	Binders	Acco Pressboard Covers with Storage Hooks, 9 1/2" x 11", Executive Red	11.43	3	0	5.3721
Bradley Nguyen	Consumer	United States	Lakeville	Minnesota	55044	Central	OFF-BI-10001758	Office Supplies	Binders	Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders	53.4	10	0	25.098
Bradley Nguyen	Consumer	United States	Lakeville	Minnesota	55044	Central	OFF-PA-10000466	Office Supplies	Paper	Memo Book, 100 Message Capacity, 5 3/8” x 11”	47.18	7	0	23.59
Christine Phan	Corporate	United States	New York City	New York	10024	East	OFF-PA-10000919	Office Supplies	Paper	Xerox 1918	155.04	4	0	75.9696
Annie Zypern	Consumer	United States	Dallas	Texas	75217	Central	OFF-PA-10002195	Office Supplies	Paper	Xerox 1966	5.184	1	0.2	1.8792
Annie Zypern	Consumer	United States	Dallas	Texas	75217	Central	OFF-PA-10002365	Office Supplies	Paper	Xerox 1967	15.552	3	0.2	5.4432
Christine Phan	Corporate	United States	New York City	New York	10024	East	OFF-PA-10002960	Office Supplies	Paper	Xerox 1926	34.86	7	0	16.3842
Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-PA-10003063	Office Supplies	Paper	EcoTones Memo Sheets	16	4	0	7.68
Mark Haberlin	Corporate	United States	Jackson	Mississippi	39212	South	OFF-PA-10003349	Office Supplies	Paper	Xerox 1957	12.96	2	0	6.3504
Quincy Jones	Corporate	United States	Philadelphia	Pennsylvania	19134	East	OFF-PA-10003641	Office Supplies	Paper	Xerox 1909	126.624	6	0.2	41.1528
Eileen Kiefer	Home Office	United States	San Francisco	California	94110	West	FUR-BO-10004218	Furniture	Bookcases	Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order	1198.33	10	0.15	70.49
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	FUR-FU-10001986	Furniture	Furnishings	Dana Fluorescent Magnifying Lamp, White, 36"	122.352	3	0.2	15.294
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	FUR-FU-10004270	Furniture	Furnishings	Executive Impressions 13" Clairmont Wall Clock	30.768	2	0.2	8.0766
Sample Company A	Home Office	United States	Burbank	California	91505	West	FUR-FU-10004597	Furniture	Furnishings	Eldon Cleatmat Chair Mats for Medium Pile Carpets	111	2	0	14.43
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	OFF-AR-10003183	Office Supplies	Art	Avery Fluorescent Highlighter Four-Color Set	8.016	3	0.2	1.002
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	OFF-FA-10003112	Office Supplies	Fasteners	Staples	18.936	3	0.2	5.9175
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	OFF-PA-10001804	Office Supplies	Paper	Xerox 195	21.376	4	0.2	7.4816
Sample Company A	Home Office	United States	Burbank	California	91505	West	OFF-ST-10000078	Office Supplies	Storage	Tennsco 6- and 18-Compartment Lockers	1856.19	7	0	334.1142
Sample Company A	Home Office	United States	Burbank	California	91505	West	TEC-MA-10001148	Technology	Machines	Swingline SM12-08 MicroCut Jam Free Shredder	1279.968	4	0.2	415.9896
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	TEC-MA-10002412	Technology	Machines	Cisco TelePresence System EX90 Videoconferencing Unit	22638.48	6	0.5	-1811.0784
Sean Miller	Home Office	United States	Jacksonville	Florida	32216	South	TEC-MA-10003626	Technology	Machines	Hewlett-Packard Deskjet 6540 Color Inkjet Printer	821.3	4	0.5	-16.426
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	FUR-FU-10002508	Furniture	Furnishings	Document Clip Frames	20.016	3	0.2	5.5044
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	FUR-FU-10003981	Furniture	Furnishings	Eldon Wave Desk Accessories	4.992	3	0.2	1.3728
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	OFF-BI-10001196	Office Supplies	Binders	Avery Flip-Chart Easel Binder, Black	33.57	5	0.7	-25.737
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	OFF-LA-10000443	Office Supplies	Labels	Avery 501	11.808	4	0.2	3.9852
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	OFF-ST-10000918	Office Supplies	Storage	Crate-A-Files	26.16	3	0.2	1.962
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	TEC-AC-10002647	Technology	Accessories	Logitech Wireless Boombox Speaker - portable - wireless, wired	170.24	2	0.2	53.2
Matt Connell	Corporate	United States	Lakeland	Florida	33801	South	TEC-PH-10004667	Technology	Phones	Cisco 8x8 Inc. 6753i IP Business Phone System	323.976	3	0.2	28.3479
Gary McGarr	Consumer	United States	Knoxville	Tennessee	37918	South	FUR-CH-10000422	Furniture	Chairs	Global Highback Leather Tilter in Burgundy	218.376	3	0.2	-10.9188
Gary McGarr	Consumer	United States	Knoxville	Tennessee	37918	South	FUR-FU-10001473	Furniture	Furnishings	DAX Wood Document Frame	32.952	3	0.2	6.5904
Kristen Hastings	Corporate	United States	Springfield	Virginia	22153	South	OFF-AR-10001573	Office Supplies	Art	American Pencil	9.32	4	0	2.7028
Cassandra Brandow	Consumer	United States	Hamilton	Ohio	45011	East	OFF-AR-10004027	Office Supplies	Art	Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box	6.048	3	0.2	1.5876
Cassandra Brandow	Consumer	United States	Hamilton	Ohio	45011	East	OFF-AR-10004685	Office Supplies	Art	Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set	7.408	2	0.2	1.2038
Kristen Hastings	Corporate	United States	Springfield	Virginia	22153	South	OFF-BI-10001597	Office Supplies	Binders	Wilson Jones Ledger-Size, Piano-Hinge Binder, 2", Blue	122.94	3	0	59.0112
Kristen Hastings	Corporate	United States	Springfield	Virginia	22153	South	OFF-LA-10004409	Office Supplies	Labels	Avery 492	14.4	5	0	6.624
Gary McGarr	Consumer	United States	Knoxville	Tennessee	37918	South	OFF-LA-10004544	Office Supplies	Labels	Avery 505	59.2	5	0.2	22.2
Kristen Hastings	Corporate	United States	Springfield	Virginia	22153	South	OFF-PA-10000675	Office Supplies	Paper	Xerox 1919	122.97	3	0	60.2553
Thomas Seio	Corporate	United States	Asheville	North Carolina	28806	South	OFF-ST-10002301	Office Supplies	Storage	Tennsco Commercial Shelving	16.272	1	0.2	-3.8646
Kristen Hastings	Corporate	United States	Springfield	Virginia	22153	South	TEC-PH-10000730	Technology	Phones	Samsung Galaxy S4 Active	3499.93	7	0	909.9818
Beth Fritzler	Corporate	United States	Tucson	Arizona	85705	West	FUR-CH-10001482	Furniture	Chairs	Office Star - Mesh Screen back chair with Vinyl seat	314.352	3	0.2	-35.3646
Vivian Mathis	Consumer	United States	Portage	Indiana	46368	Central	OFF-AR-10003478	Office Supplies	Art	Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack	16.28	2	0	6.512
Craig Carroll	Consumer	United States	Greensboro	North Carolina	27405	South	OFF-BI-10002735	Office Supplies	Binders	GBC Prestige Therm-A-Bind Covers	51.465	5	0.7	-39.4565
Craig Carroll	Consumer	United States	Greensboro	North Carolina	27405	South	OFF-BI-10004410	Office Supplies	Binders	C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack	7.644	4	0.7	-5.8604
Beth Fritzler	Corporate	United States	Tucson	Arizona	85705	West	OFF-PA-10002581	Office Supplies	Paper	Xerox 1951	74.352	3	0.2	23.235
Bruce Geld	Consumer	United States	Delray Beach	Florida	33445	South	OFF-LA-10004484	Office Supplies	Labels	Avery 476	9.912	3	0.2	3.2214
Patrick O'Donnell	Consumer	United States	Los Angeles	California	90036	West	OFF-ST-10000585	Office Supplies	Storage	Economy Rollaway Files	330.4	2	0	85.904
Patrick O'Donnell	Consumer	United States	Los Angeles	California	90036	West	TEC-PH-10003484	Technology	Phones	Ooma Telo VoIP Home Phone System	604.752	6	0.2	37.797
Maurice Satty	Consumer	United States	Fresno	California	93727	West	FUR-FU-10002813	Furniture	Furnishings	DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size	40.48	2	0	14.5728
Carlos Daly	Consumer	United States	New York City	New York	10024	East	OFF-PA-10004948	Office Supplies	Paper	Xerox 190	24.9	5	0	11.703
Annie Zypern	Consumer	United States	New York City	New York	10009	East	FUR-CH-10002439	Furniture	Chairs	Iceberg Nesting Folding Chair, 19w x 6d x 43h	366.786	7	0.1	65.2064
Christina Anderson	Consumer	United States	San Francisco	California	94110	West	OFF-AR-10000034	Office Supplies	Art	BIC Brite Liner Grip Highlighters, Assorted, 5/Pack	25.44	6	0	9.9216
Christina Anderson	Consumer	United States	San Francisco	California	94110	West	OFF-AR-10003338	Office Supplies	Art	Eberhard Faber 3 1/2" Golf Pencils	14.88	2	0	3.72
Christina Anderson	Consumer	United States	San Francisco	California	94110	West	OFF-AR-10003829	Office Supplies	Art	Newell 35	6.56	2	0	1.9024
Christina Anderson	Consumer	United States	San Francisco	California	94110	West	TEC-AC-10002558	Technology	Accessories	Imation Swivel Flash Drive USB flash drive - 8 GB	45.48	4	0	15.918
Damala Kotsonis	Corporate	United States	San Francisco	California	94122	West	OFF-AR-10004272	Office Supplies	Art	Newell 308	3.36	2	0	0.84
Damala Kotsonis	Corporate	United States	San Francisco	California	94122	West	OFF-BI-10003291	Office Supplies	Binders	Wilson Jones Leather-Like Binders with DublLock Round Rings	27.936	4	0.2	9.4284
Cindy Stewart	Consumer	United States	Pomona	California	91767	West	OFF-LA-10001982	Office Supplies	Labels	Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set	18.75	5	0	9
Jonathan Doherty	Corporate	United States	Los Angeles	California	90036	West	TEC-AC-10002323	Technology	Accessories	SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card	66.3	3	0	8.619
Damala Kotsonis	Corporate	United States	San Francisco	California	94122	West	TEC-PH-10004100	Technology	Phones	Griffin GC17055 Auxiliary Audio Cable	28.784	2	0.2	2.8784
Mike Pelletier	Home Office	United States	Springfield	Ohio	45503	East	FUR-TA-10000198	Furniture	Tables	Chromcraft Bull-Nose Wood Oval Conference Tables & Bases	330.588	1	0.4	-143.2548
Christina VanderZanden	Consumer	United States	Des Moines	Iowa	50315	Central	FUR-TA-10003954	Furniture	Tables	Hon 94000 Series Round Tables	1184.72	4	0	106.6248
Christina VanderZanden	Consumer	United States	Des Moines	Iowa	50315	Central	OFF-EN-10001509	Office Supplies	Envelopes	Poly String Tie Envelopes	6.12	3	0	2.8764
Daniel Raglin	Home Office	United States	Albuquerque	New Mexico	87105	West	TEC-PH-10003273	Technology	Phones	AT&T TR1909W	302.376	3	0.2	22.6782
Mike Gockenbach	Consumer	United States	Plano	Texas	75023	Central	FUR-TA-10001889	Furniture	Tables	Bush Advantage Collection Racetrack Conference Table	890.841	3	0.3	-152.7156
Guy Armstrong	Consumer	United States	San Francisco	California	94110	West	FUR-BO-10001337	Furniture	Bookcases	O'Sullivan Living Dimensions 2-Shelf Bookcases	205.666	2	0.15	-12.098
Mark Packer	Home Office	United States	Brownsville	Texas	78521	Central	FUR-CH-10002304	Furniture	Chairs	Global Stack Chair without Arms, Black	127.302	7	0.3	-9.093
Susan Gilcrest	Corporate	United States	New York City	New York	10009	East	OFF-AR-10001231	Office Supplies	Art	Sanford EarthWrite Recycled Pencils, Medium Soft, #2	10.5	5	0	2.94
